id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_shipping,prior_purchases,product_importance,gender,discount_offered(%),weight_in_gms,reached.on.time_y.n,customer_rating_category,on_time(str),loyalty_category
7924,B,Road,3,4,188,6,medium,female,6,4031,1,Satisfied,delayed,Moderate Loyal
7925,C,Road,3,4,142,4,medium,male,5,4429,0,Satisfied,on time,Moderate Loyal
7926,E,Road,4,1,208,2,low,female,5,5707,1,Very dissatisfied,delayed,Low Loyal
7927,D,Road,4,5,239,2,medium,female,1,4247,0,Very Satisfied,on time,Low Loyal
7928,E,Road,5,5,218,5,low,male,5,4303,1,Very Satisfied,delayed,Moderate Loyal
7929,A,Road,4,1,137,3,medium,female,3,4962,1,Very dissatisfied,delayed,Low Loyal
7930,B,Road,4,4,97,6,low,male,4,5801,0,Satisfied,on time,Moderate Loyal
7931,C,Road,3,1,242,10,high,male,9,5151,1,Very dissatisfied,delayed,High Loyal
7932,E,Road,4,3,153,7,medium,female,4,4499,1,Neutral,delayed,High Loyal
7933,D,Road,3,3,188,5,low,female,6,5713,0,Neutral,on time,Moderate Loyal
7934,E,Road,4,1,272,2,low,female,8,5328,1,Very dissatisfied,delayed,Low Loyal
7935,A,Road,2,2,165,3,medium,female,10,4080,1,Dissatisfied,delayed,Low Loyal
7936,B,Road,4,4,218,2,medium,female,3,5692,1,Satisfied,delayed,Low Loyal
7937,C,Road,4,3,153,4,low,male,4,5161,0,Neutral,on time,Moderate Loyal
7938,E,Road,6,1,250,2,medium,male,4,4016,0,Very dissatisfied,on time,Low Loyal
7939,D,Road,4,1,204,8,low,female,7,5359,0,Very dissatisfied,on time,High Loyal
7940,E,Road,4,1,154,10,high,male,10,5674,1,Very dissatisfied,delayed,High Loyal
7941,A,Road,4,2,233,7,medium,female,5,5361,0,Dissatisfied,on time,High Loyal
7942,B,Flight,4,3,225,8,low,male,8,4718,1,Neutral,delayed,High Loyal
7943,C,Flight,4,4,269,10,high,female,3,4488,0,Satisfied,on time,High Loyal
7944,E,Flight,4,5,173,4,low,male,7,4978,1,Very Satisfied,delayed,Moderate Loyal
7945,D,Flight,4,1,145,3,low,male,8,5127,0,Very dissatisfied,on time,Low Loyal
7946,E,Flight,4,4,242,2,medium,male,6,5866,0,Satisfied,on time,Low Loyal
7947,A,Flight,3,5,255,7,medium,male,8,4091,1,Very Satisfied,delayed,High Loyal
7948,B,Flight,4,1,254,7,low,male,5,4104,1,Very dissatisfied,delayed,High Loyal
7949,C,Flight,4,3,150,3,high,female,2,4383,0,Neutral,on time,Low Loyal
7950,E,Flight,4,2,201,8,medium,female,6,5128,0,Dissatisfied,on time,High Loyal
7951,D,Flight,5,2,262,5,low,male,5,1751,0,Dissatisfied,on time,Moderate Loyal
7952,E,Flight,6,4,306,4,low,female,8,1465,0,Satisfied,on time,Moderate Loyal
7953,A,Flight,6,5,276,4,low,male,9,1319,0,Very Satisfied,on time,Moderate Loyal
7954,B,Flight,3,2,183,5,low,male,3,1336,1,Dissatisfied,delayed,Moderate Loyal
7955,C,Flight,5,1,239,5,low,female,7,1859,1,Very dissatisfied,delayed,Moderate Loyal
7956,E,Flight,7,3,285,4,low,male,10,1935,1,Neutral,delayed,Moderate Loyal
7957,D,Flight,5,5,229,6,low,female,6,1857,0,Very Satisfied,on time,Moderate Loyal
7958,E,Flight,7,5,308,5,medium,male,6,1154,0,Very Satisfied,on time,Moderate Loyal
7959,A,Flight,6,2,293,4,low,female,7,1477,0,Dissatisfied,on time,Moderate Loyal
7960,B,Flight,6,4,247,4,low,male,7,1831,0,Satisfied,on time,Moderate Loyal
7961,C,Flight,6,1,260,5,low,female,3,1434,0,Very dissatisfied,on time,Moderate Loyal
7962,E,Flight,7,1,308,4,medium,male,5,1705,0,Very dissatisfied,on time,Moderate Loyal
7963,D,Flight,5,3,274,6,medium,male,7,1293,0,Neutral,on time,Moderate Loyal
7964,E,Ship,5,1,236,6,low,male,4,1123,1,Very dissatisfied,delayed,Moderate Loyal
7965,A,Ship,7,1,291,4,medium,female,1,1796,0,Very dissatisfied,on time,Moderate Loyal
7966,B,Ship,5,4,223,3,medium,male,7,5738,0,Satisfied,on time,Low Loyal
7967,C,Ship,4,4,261,2,medium,male,8,5006,1,Satisfied,delayed,Low Loyal
7968,E,Ship,4,1,248,2,low,female,6,5621,0,Very dissatisfied,on time,Low Loyal
7969,D,Ship,4,5,169,4,low,female,6,4213,0,Very Satisfied,on time,Moderate Loyal
7970,E,Ship,3,2,188,6,medium,female,1,4856,0,Dissatisfied,on time,Moderate Loyal
7971,A,Ship,3,1,142,4,medium,male,7,4780,0,Very dissatisfied,on time,Moderate Loyal
7972,B,Ship,4,1,208,2,low,male,6,5266,0,Very dissatisfied,on time,Low Loyal
7973,C,Ship,4,3,239,2,medium,female,7,5384,0,Neutral,on time,Low Loyal
7974,E,Ship,5,3,218,5,low,female,9,4435,1,Neutral,delayed,Moderate Loyal
7975,D,Ship,4,5,137,3,medium,male,1,4861,0,Very Satisfied,on time,Low Loyal
7976,E,Ship,4,3,97,6,low,female,4,4375,0,Neutral,on time,Moderate Loyal
7977,A,Ship,3,4,242,10,high,male,5,4127,0,Satisfied,on time,High Loyal
7978,B,Ship,4,1,153,7,medium,female,4,5761,1,Very dissatisfied,delayed,High Loyal
7979,C,Ship,3,4,188,5,low,female,3,4835,1,Satisfied,delayed,Moderate Loyal
7980,E,Ship,4,4,272,2,low,male,7,4042,1,Satisfied,delayed,Low Loyal
7981,D,Ship,2,4,165,3,medium,male,7,5856,0,Satisfied,on time,Low Loyal
7982,E,Ship,4,4,218,2,medium,male,3,5039,0,Satisfied,on time,Low Loyal
7983,A,Ship,4,4,153,4,low,male,5,5162,0,Satisfied,on time,Moderate Loyal
7984,B,Ship,6,3,250,2,medium,female,1,4747,0,Neutral,on time,Low Loyal
7985,C,Ship,4,2,204,8,low,female,1,4038,1,Dissatisfied,delayed,High Loyal
7986,E,Ship,4,3,154,10,high,male,7,5317,0,Neutral,on time,High Loyal
7987,D,Ship,4,1,233,7,medium,male,7,4272,1,Very dissatisfied,delayed,High Loyal
7988,E,Ship,4,2,225,8,low,female,8,5623,0,Dissatisfied,on time,High Loyal
7989,A,Ship,4,2,269,10,high,male,2,5616,1,Dissatisfied,delayed,High Loyal
7990,B,Ship,4,1,173,4,low,female,1,5789,0,Very dissatisfied,on time,Moderate Loyal
7991,C,Ship,4,3,145,3,low,female,5,5802,1,Neutral,delayed,Low Loyal
7992,E,Ship,4,5,242,2,medium,female,2,4806,1,Very Satisfied,delayed,Low Loyal
7993,D,Ship,3,2,255,7,medium,male,2,5282,0,Dissatisfied,on time,High Loyal
7994,E,Ship,4,2,254,7,low,female,6,5121,0,Dissatisfied,on time,High Loyal
7995,A,Ship,4,5,150,3,high,female,10,5767,1,Very Satisfied,delayed,Low Loyal
7996,B,Ship,4,1,201,8,medium,male,4,4295,0,Very dissatisfied,on time,High Loyal
7997,C,Ship,5,3,262,5,low,female,8,1493,1,Neutral,delayed,Moderate Loyal
7998,E,Ship,6,1,306,4,low,female,4,1449,1,Very dissatisfied,delayed,Moderate Loyal
7999,D,Ship,6,4,276,4,low,female,2,1120,1,Satisfied,delayed,Moderate Loyal
8000,E,Ship,3,2,183,5,low,female,2,1158,1,Dissatisfied,delayed,Moderate Loyal
8001,A,Ship,5,2,239,5,low,male,1,1518,1,Dissatisfied,delayed,Moderate Loyal
8002,B,Ship,7,2,285,4,low,male,2,1491,1,Dissatisfied,delayed,Moderate Loyal
8003,C,Ship,5,4,229,6,low,female,9,1733,0,Satisfied,on time,Moderate Loyal
8004,E,Ship,7,3,308,5,medium,male,10,1152,1,Neutral,delayed,Moderate Loyal
8005,D,Ship,6,4,293,4,low,female,8,1145,1,Satisfied,delayed,Moderate Loyal
8006,E,Ship,6,3,247,4,low,female,6,1537,0,Neutral,on time,Moderate Loyal
8007,A,Ship,6,3,260,5,low,male,8,1324,1,Neutral,delayed,Moderate Loyal
8008,B,Ship,7,1,308,4,medium,male,7,1841,1,Very dissatisfied,delayed,Moderate Loyal
8009,C,Ship,6,2,282,4,low,male,1,1857,1,Dissatisfied,delayed,Moderate Loyal
8010,E,Ship,6,4,268,4,medium,female,3,1586,0,Satisfied,on time,Moderate Loyal
8011,D,Ship,5,3,238,5,high,male,7,1848,0,Neutral,on time,Moderate Loyal
8012,E,Ship,5,3,254,6,low,male,7,1064,0,Neutral,on time,Moderate Loyal
8013,A,Ship,5,3,252,5,low,male,3,1474,0,Neutral,on time,Moderate Loyal
8014,B,Ship,6,4,254,4,low,male,9,1594,0,Satisfied,on time,Moderate Loyal
8015,C,Ship,4,1,263,5,low,male,8,1426,1,Very dissatisfied,delayed,Moderate Loyal
8016,E,Ship,5,4,256,5,low,male,6,1551,0,Satisfied,on time,Moderate Loyal
8017,D,Ship,6,5,264,4,medium,male,8,1755,0,Very Satisfied,on time,Moderate Loyal
8018,E,Ship,4,5,237,5,low,male,2,1357,1,Very Satisfied,delayed,Moderate Loyal
8019,A,Ship,4,1,226,5,medium,male,6,1510,1,Very dissatisfied,delayed,Moderate Loyal
8020,B,Ship,7,5,289,4,low,male,3,1656,1,Very Satisfied,delayed,Moderate Loyal
8021,C,Ship,7,4,281,4,low,male,9,1970,0,Satisfied,on time,Moderate Loyal
8022,E,Ship,5,1,258,5,low,female,4,1032,0,Very dissatisfied,on time,Moderate Loyal
8023,D,Ship,6,2,263,4,low,female,8,1635,0,Dissatisfied,on time,Moderate Loyal
8024,E,Ship,5,3,245,5,low,female,2,1937,0,Neutral,on time,Moderate Loyal
8025,A,Ship,7,3,296,4,medium,male,8,1826,1,Neutral,delayed,Moderate Loyal
8026,B,Ship,7,3,286,4,low,female,5,1866,1,Neutral,delayed,Moderate Loyal
8027,C,Ship,6,3,252,2,low,male,1,1756,0,Neutral,on time,Low Loyal
8028,E,Ship,6,5,301,4,low,female,7,1393,1,Very Satisfied,delayed,Moderate Loyal
8029,D,Ship,7,1,290,4,low,male,4,1488,0,Very dissatisfied,on time,Moderate Loyal
8030,E,Ship,7,1,247,4,medium,male,6,1297,1,Very dissatisfied,delayed,Moderate Loyal
8031,A,Ship,5,5,238,6,low,female,3,1965,1,Very Satisfied,delayed,Moderate Loyal
8032,B,Ship,5,2,263,5,medium,female,10,1059,0,Dissatisfied,on time,Moderate Loyal
8033,C,Ship,5,2,263,4,low,male,3,1740,1,Dissatisfied,delayed,Moderate Loyal
8034,E,Ship,5,2,248,5,low,female,3,1046,1,Dissatisfied,delayed,Moderate Loyal
8035,D,Ship,7,2,289,5,low,male,1,1178,0,Dissatisfied,on time,Moderate Loyal
8036,E,Ship,4,4,256,5,high,male,1,1927,1,Satisfied,delayed,Moderate Loyal
8037,A,Ship,6,2,287,4,low,female,7,1837,1,Dissatisfied,delayed,Moderate Loyal
8038,B,Ship,4,2,250,5,medium,male,10,1026,1,Dissatisfied,delayed,Moderate Loyal
8039,C,Ship,7,3,301,4,medium,male,1,1966,1,Neutral,delayed,Moderate Loyal
8040,E,Ship,4,1,245,5,low,female,3,1537,0,Very dissatisfied,on time,Moderate Loyal
8041,D,Ship,4,5,226,5,medium,male,8,1133,0,Very Satisfied,on time,Moderate Loyal
8042,E,Ship,6,2,272,5,low,male,8,1045,0,Dissatisfied,on time,Moderate Loyal
8043,A,Ship,3,3,307,5,low,female,3,1578,1,Neutral,delayed,Moderate Loyal
8044,B,Ship,6,1,138,3,low,male,6,1604,0,Very dissatisfied,on time,Low Loyal
8045,C,Ship,5,1,248,5,low,female,8,1810,0,Very dissatisfied,on time,Moderate Loyal
8046,E,Ship,5,1,307,4,low,male,8,1511,1,Very dissatisfied,delayed,Moderate Loyal
8047,D,Ship,6,2,256,4,low,female,6,1507,0,Dissatisfied,on time,Moderate Loyal
8048,E,Ship,6,5,301,5,low,male,8,1443,0,Very Satisfied,on time,Moderate Loyal
8049,A,Ship,7,3,245,4,medium,female,10,1610,1,Neutral,delayed,Moderate Loyal
8050,B,Ship,2,2,168,2,medium,female,2,1227,1,Dissatisfied,delayed,Low Loyal
8051,C,Ship,6,1,295,4,low,male,10,1600,0,Very dissatisfied,on time,Moderate Loyal
8052,E,Ship,6,4,299,4,low,male,9,1527,0,Satisfied,on time,Moderate Loyal
8053,D,Ship,6,4,253,4,medium,male,9,1488,0,Satisfied,on time,Moderate Loyal
8054,E,Ship,7,4,269,4,medium,male,5,1073,0,Satisfied,on time,Moderate Loyal
8055,A,Ship,5,1,267,5,medium,female,10,1818,0,Very dissatisfied,on time,Moderate Loyal
8056,B,Ship,3,5,212,3,medium,male,7,4411,1,Very Satisfied,delayed,Low Loyal
8057,C,Road,5,3,258,3,medium,female,1,5719,0,Neutral,on time,Low Loyal
8058,E,Road,4,3,136,3,low,male,6,4911,1,Neutral,delayed,Low Loyal
8059,D,Road,3,1,101,2,medium,female,1,5560,0,Very dissatisfied,on time,Low Loyal
8060,E,Road,5,2,191,4,low,female,3,5578,0,Dissatisfied,on time,Moderate Loyal
8061,A,Road,5,5,186,4,low,male,3,4287,0,Very Satisfied,on time,Moderate Loyal
8062,B,Road,4,4,104,5,low,female,7,5590,0,Satisfied,on time,Moderate Loyal
8063,C,Road,4,3,201,4,medium,female,3,4797,0,Neutral,on time,Moderate Loyal
8064,E,Road,3,2,235,2,medium,female,10,4172,0,Dissatisfied,on time,Low Loyal
8065,D,Road,4,4,271,6,high,male,3,5204,0,Satisfied,on time,Moderate Loyal
8066,E,Road,2,3,133,4,low,female,5,5989,1,Neutral,delayed,Moderate Loyal
8067,A,Road,3,1,256,4,low,male,6,4814,1,Very dissatisfied,delayed,Moderate Loyal
8068,B,Road,3,1,225,2,low,female,2,4438,1,Very dissatisfied,delayed,Low Loyal
8069,C,Road,5,3,202,3,low,male,4,4134,1,Neutral,delayed,Low Loyal
8070,E,Road,4,4,214,3,medium,female,1,4717,0,Satisfied,on time,Low Loyal
8071,D,Road,6,3,217,6,medium,male,3,4209,0,Neutral,on time,Moderate Loyal
8072,E,Road,4,1,241,2,low,male,3,5672,0,Very dissatisfied,on time,Low Loyal
8073,A,Road,2,3,263,3,low,male,10,5997,0,Neutral,on time,Low Loyal
8074,B,Road,4,2,273,2,low,female,9,4221,0,Dissatisfied,on time,Low Loyal
8075,C,Road,4,4,199,3,low,female,9,5016,0,Satisfied,on time,Low Loyal
8076,E,Road,4,1,198,4,medium,female,9,5382,0,Very dissatisfied,on time,Moderate Loyal
8077,D,Road,2,4,101,6,low,female,6,5080,1,Satisfied,delayed,Moderate Loyal
8078,E,Road,4,4,155,4,low,female,10,5483,1,Satisfied,delayed,Moderate Loyal
8079,A,Flight,2,1,155,2,low,male,2,5661,1,Very dissatisfied,delayed,Low Loyal
8080,B,Flight,4,3,117,3,medium,female,4,4666,0,Neutral,on time,Low Loyal
8081,C,Flight,3,2,262,2,low,male,5,5747,1,Dissatisfied,delayed,Low Loyal
8082,E,Flight,5,4,142,3,low,female,8,5468,1,Satisfied,delayed,Low Loyal
8083,D,Flight,4,4,115,3,medium,male,7,4609,0,Satisfied,on time,Low Loyal
8084,E,Flight,4,4,175,3,low,female,6,4600,1,Satisfied,delayed,Low Loyal
8085,A,Flight,2,5,239,2,low,female,9,5363,1,Very Satisfied,delayed,Low Loyal
8086,B,Flight,4,1,171,2,low,male,3,4271,0,Very dissatisfied,on time,Low Loyal
8087,C,Flight,4,4,174,3,low,male,8,4348,0,Satisfied,on time,Low Loyal
8088,E,Flight,4,1,164,3,high,female,1,5492,0,Very dissatisfied,on time,Low Loyal
8089,D,Flight,3,2,262,2,medium,male,4,5738,0,Dissatisfied,on time,Low Loyal
8090,E,Flight,3,5,262,2,medium,female,7,4422,1,Very Satisfied,delayed,Low Loyal
8091,A,Flight,3,1,245,3,low,female,4,5449,0,Very dissatisfied,on time,Low Loyal
8092,B,Flight,3,4,184,3,low,female,2,4875,0,Satisfied,on time,Low Loyal
8093,C,Flight,5,1,231,2,low,male,10,4892,1,Very dissatisfied,delayed,Low Loyal
8094,E,Flight,5,1,226,4,high,female,2,5600,0,Very dissatisfied,on time,Moderate Loyal
8095,D,Flight,4,1,211,3,medium,female,2,5851,0,Very dissatisfied,on time,Low Loyal
8096,E,Flight,4,2,266,5,medium,male,3,4578,0,Dissatisfied,on time,Moderate Loyal
8097,A,Flight,4,2,216,3,low,male,4,4309,1,Dissatisfied,delayed,Low Loyal
8098,B,Flight,4,3,153,3,low,male,5,5743,1,Neutral,delayed,Low Loyal
8099,C,Flight,2,2,242,3,high,male,9,4717,0,Dissatisfied,on time,Low Loyal
8100,E,Flight,5,1,282,5,low,male,6,5182,1,Very dissatisfied,delayed,Moderate Loyal
8101,D,Ship,4,1,165,3,medium,female,10,4574,0,Very dissatisfied,on time,Low Loyal
8102,E,Ship,3,1,146,3,medium,male,9,4944,1,Very dissatisfied,delayed,Low Loyal
8103,A,Ship,5,3,113,3,medium,female,5,4743,0,Neutral,on time,Low Loyal
8104,B,Ship,3,2,161,3,medium,female,1,5757,0,Dissatisfied,on time,Low Loyal
8105,C,Ship,2,2,219,2,medium,male,8,4518,0,Dissatisfied,on time,Low Loyal
8106,E,Ship,4,2,237,2,low,female,1,5261,0,Dissatisfied,on time,Low Loyal
8107,D,Ship,4,3,246,3,low,male,5,4384,0,Neutral,on time,Low Loyal
8108,E,Ship,3,4,229,6,medium,female,3,5471,0,Satisfied,on time,Moderate Loyal
8109,A,Ship,3,3,195,3,low,male,1,4224,0,Neutral,on time,Low Loyal
8110,B,Ship,4,3,160,2,low,male,5,4522,1,Neutral,delayed,Low Loyal
8111,C,Ship,3,5,144,2,medium,male,6,5983,0,Very Satisfied,on time,Low Loyal
8112,E,Ship,3,3,217,4,medium,female,3,5602,0,Neutral,on time,Moderate Loyal
8113,D,Ship,3,4,240,3,high,female,6,4412,0,Satisfied,on time,Low Loyal
8114,E,Ship,3,2,210,3,medium,male,8,4011,0,Dissatisfied,on time,Low Loyal
8115,A,Ship,4,2,249,3,low,female,9,5459,1,Dissatisfied,delayed,Low Loyal
8116,B,Ship,4,1,178,3,high,male,3,5520,1,Very dissatisfied,delayed,Low Loyal
8117,C,Ship,6,4,224,4,low,female,6,4493,0,Satisfied,on time,Moderate Loyal
8118,E,Ship,3,1,142,3,medium,female,10,4915,1,Very dissatisfied,delayed,Low Loyal
8119,D,Ship,4,5,163,2,medium,female,10,5529,1,Very Satisfied,delayed,Low Loyal
8120,E,Ship,4,1,261,4,medium,female,10,4632,0,Very dissatisfied,on time,Moderate Loyal
8121,A,Ship,3,4,151,3,medium,male,5,4767,1,Satisfied,delayed,Low Loyal
8122,B,Ship,4,2,197,2,medium,male,3,4715,1,Dissatisfied,delayed,Low Loyal
8123,C,Ship,6,3,155,2,medium,female,1,4182,1,Neutral,delayed,Low Loyal
8124,E,Ship,3,5,152,4,medium,male,2,4809,0,Very Satisfied,on time,Moderate Loyal
8125,D,Ship,4,5,275,6,low,male,3,5008,0,Very Satisfied,on time,Moderate Loyal
8126,E,Ship,3,1,102,4,medium,female,4,5936,1,Very dissatisfied,delayed,Moderate Loyal
8127,A,Ship,4,1,285,2,low,male,4,4401,0,Very dissatisfied,on time,Low Loyal
8128,B,Ship,4,5,248,2,medium,male,10,4366,1,Very Satisfied,delayed,Low Loyal
8129,C,Ship,3,4,274,3,low,female,7,5036,1,Satisfied,delayed,Low Loyal
8130,E,Ship,4,4,104,4,low,male,6,4323,1,Satisfied,delayed,Moderate Loyal
8131,D,Ship,5,4,176,3,medium,male,10,5456,0,Satisfied,on time,Low Loyal
8132,E,Ship,5,4,237,3,medium,female,1,4369,0,Satisfied,on time,Low Loyal
8133,A,Ship,4,4,247,2,medium,male,9,5095,0,Satisfied,on time,Low Loyal
8134,B,Ship,5,5,212,5,low,female,6,4463,0,Very Satisfied,on time,Moderate Loyal
8135,C,Ship,4,5,226,2,low,male,1,4532,0,Very Satisfied,on time,Low Loyal
8136,E,Ship,6,2,213,2,medium,female,7,5415,0,Dissatisfied,on time,Low Loyal
8137,D,Ship,4,3,177,3,low,male,1,5282,0,Neutral,on time,Low Loyal
8138,E,Ship,4,5,235,4,medium,male,6,4633,1,Very Satisfied,delayed,Moderate Loyal
8139,A,Ship,3,4,263,3,medium,female,2,5741,1,Satisfied,delayed,Low Loyal
8140,B,Ship,3,3,181,3,low,female,10,5337,0,Neutral,on time,Low Loyal
8141,C,Ship,3,2,178,2,medium,female,2,4122,0,Dissatisfied,on time,Low Loyal
8142,E,Ship,3,5,243,3,medium,female,4,4130,1,Very Satisfied,delayed,Low Loyal
8143,D,Ship,3,3,230,3,medium,female,2,4742,1,Neutral,delayed,Low Loyal
8144,E,Ship,4,3,106,2,medium,female,6,5867,0,Neutral,on time,Low Loyal
8145,A,Ship,4,5,266,3,medium,female,2,4867,0,Very Satisfied,on time,Low Loyal
8146,B,Ship,5,2,284,4,low,male,1,4171,1,Dissatisfied,delayed,Moderate Loyal
8147,C,Ship,2,5,233,3,low,male,9,4751,1,Very Satisfied,delayed,Low Loyal
8148,E,Ship,3,3,200,3,high,female,2,4777,1,Neutral,delayed,Low Loyal
8149,D,Ship,3,2,176,2,medium,female,1,5292,0,Dissatisfied,on time,Low Loyal
8150,E,Ship,5,1,279,5,medium,male,4,4405,1,Very dissatisfied,delayed,Moderate Loyal
8151,A,Ship,3,3,164,3,high,male,9,5070,0,Neutral,on time,Low Loyal
8152,B,Ship,4,3,163,3,low,female,10,5002,1,Neutral,delayed,Low Loyal
8153,C,Ship,4,5,254,3,medium,female,3,4404,0,Very Satisfied,on time,Low Loyal
8154,E,Ship,5,4,234,3,low,female,2,4269,0,Satisfied,on time,Low Loyal
8155,D,Ship,4,1,191,3,low,female,8,4021,1,Very dissatisfied,delayed,Low Loyal
8156,E,Ship,3,3,224,3,medium,female,5,4214,1,Neutral,delayed,Low Loyal
8157,A,Ship,3,1,250,2,low,female,5,4232,0,Very dissatisfied,on time,Low Loyal
8158,B,Ship,4,5,101,6,medium,male,8,4146,0,Very Satisfied,on time,Moderate Loyal
8159,C,Ship,3,2,227,3,medium,male,6,5058,0,Dissatisfied,on time,Low Loyal
8160,E,Ship,3,1,173,2,medium,female,4,5521,0,Very dissatisfied,on time,Low Loyal
8161,D,Ship,4,3,209,5,medium,male,6,4384,0,Neutral,on time,Moderate Loyal
8162,E,Ship,3,5,241,3,low,female,4,4132,0,Very Satisfied,on time,Low Loyal
8163,A,Ship,5,5,257,3,medium,female,9,5972,0,Very Satisfied,on time,Low Loyal
8164,B,Ship,5,1,146,3,high,female,3,4345,1,Very dissatisfied,delayed,Low Loyal
8165,C,Ship,2,3,129,5,medium,male,3,5444,1,Neutral,delayed,Moderate Loyal
8166,E,Ship,3,4,285,3,low,male,9,4768,1,Satisfied,delayed,Low Loyal
8167,D,Ship,3,1,133,3,low,female,5,5213,1,Very dissatisfied,delayed,Low Loyal
8168,E,Ship,4,2,185,3,low,male,1,4786,0,Dissatisfied,on time,Low Loyal
8169,A,Ship,5,5,193,4,medium,male,8,5714,0,Very Satisfied,on time,Moderate Loyal
8170,B,Ship,5,4,228,6,medium,male,5,4974,1,Satisfied,delayed,Moderate Loyal
8171,C,Ship,3,3,179,2,low,male,5,5058,0,Neutral,on time,Low Loyal
8172,E,Ship,4,2,224,3,low,female,9,4896,0,Dissatisfied,on time,Low Loyal
8173,D,Ship,3,2,279,6,medium,male,1,5855,0,Dissatisfied,on time,Moderate Loyal
8174,E,Ship,4,2,181,3,medium,male,4,5717,0,Dissatisfied,on time,Low Loyal
8175,A,Ship,5,5,198,2,medium,male,9,4526,0,Very Satisfied,on time,Low Loyal
8176,B,Ship,3,5,193,3,medium,female,4,5817,0,Very Satisfied,on time,Low Loyal
8177,C,Ship,5,4,184,3,low,female,1,4208,1,Satisfied,delayed,Low Loyal
8178,E,Ship,5,2,139,3,low,male,9,5920,0,Dissatisfied,on time,Low Loyal
8179,D,Ship,5,3,210,3,low,male,5,4560,1,Neutral,delayed,Low Loyal
8180,E,Ship,4,3,225,2,low,male,2,4520,1,Neutral,delayed,Low Loyal
8181,A,Ship,3,1,189,2,low,female,5,4738,0,Very dissatisfied,on time,Low Loyal
8182,B,Ship,4,5,164,4,low,female,4,5736,0,Very Satisfied,on time,Moderate Loyal
8183,C,Ship,3,5,196,3,low,male,1,5303,1,Very Satisfied,delayed,Low Loyal
8184,E,Ship,5,3,246,2,medium,female,1,4533,0,Neutral,on time,Low Loyal
8185,D,Ship,4,4,188,4,low,female,10,4571,1,Satisfied,delayed,Moderate Loyal
8186,E,Ship,3,3,250,2,medium,female,4,4380,0,Neutral,on time,Low Loyal
8187,A,Ship,4,2,156,4,medium,female,2,5795,1,Dissatisfied,delayed,Moderate Loyal
8188,B,Ship,3,1,218,4,low,male,6,5480,1,Very dissatisfied,delayed,Moderate Loyal
8189,C,Ship,5,5,172,2,low,male,5,5791,0,Very Satisfied,on time,Low Loyal
8190,E,Ship,3,1,259,2,low,female,3,4380,0,Very dissatisfied,on time,Low Loyal
8191,D,Ship,3,3,231,3,medium,female,9,4623,1,Neutral,delayed,Low Loyal
8192,E,Ship,5,2,224,3,high,male,4,4271,0,Dissatisfied,on time,Low Loyal
8193,A,Ship,4,5,201,3,low,male,7,4048,0,Very Satisfied,on time,Low Loyal
8194,B,Road,4,2,189,2,medium,male,5,4374,0,Dissatisfied,on time,Low Loyal
8195,C,Road,5,4,265,3,medium,male,10,4565,0,Satisfied,on time,Low Loyal
8196,E,Road,3,5,147,3,medium,male,5,5357,1,Very Satisfied,delayed,Low Loyal
8197,D,Road,4,4,195,3,low,female,6,5783,0,Satisfied,on time,Low Loyal
8198,E,Road,4,5,216,3,medium,female,7,5891,0,Very Satisfied,on time,Low Loyal
8199,A,Road,4,2,148,2,low,male,5,4031,0,Dissatisfied,on time,Low Loyal
8200,B,Road,5,4,180,4,medium,female,7,4200,1,Satisfied,delayed,Moderate Loyal
8201,C,Road,3,3,169,3,low,female,7,5976,0,Neutral,on time,Low Loyal
8202,E,Road,3,4,200,3,low,female,7,5400,0,Satisfied,on time,Low Loyal
8203,D,Road,3,3,255,2,low,female,10,5632,0,Neutral,on time,Low Loyal
8204,E,Road,4,3,238,2,low,female,1,4051,0,Neutral,on time,Low Loyal
8205,A,Road,3,4,163,3,medium,male,5,5088,1,Satisfied,delayed,Low Loyal
8206,B,Road,4,5,177,3,medium,male,7,4031,1,Very Satisfied,delayed,Low Loyal
8207,C,Road,4,5,206,3,medium,male,5,5785,1,Very Satisfied,delayed,Low Loyal
8208,E,Road,3,4,175,3,low,female,2,5272,0,Satisfied,on time,Low Loyal
8209,D,Road,5,5,247,2,medium,male,5,4250,0,Very Satisfied,on time,Low Loyal
8210,E,Road,4,3,152,4,medium,female,4,5809,0,Neutral,on time,Moderate Loyal
8211,A,Road,4,4,162,3,low,female,8,5394,0,Satisfied,on time,Low Loyal
8212,B,Road,3,4,206,3,medium,female,5,5915,0,Satisfied,on time,Low Loyal
8213,C,Road,3,4,186,4,low,female,6,5540,0,Satisfied,on time,Moderate Loyal
8214,E,Road,4,5,179,3,low,female,4,4487,0,Very Satisfied,on time,Low Loyal
8215,D,Road,3,5,172,3,medium,female,7,4929,0,Very Satisfied,on time,Low Loyal
8216,E,Flight,3,3,158,2,medium,male,7,4865,0,Neutral,on time,Low Loyal
8217,A,Flight,6,5,143,5,high,male,9,4060,0,Very Satisfied,on time,Moderate Loyal
8218,B,Flight,5,3,171,3,medium,female,7,4994,0,Neutral,on time,Low Loyal
8219,C,Flight,4,2,175,3,high,male,4,4426,0,Dissatisfied,on time,Low Loyal
8220,E,Flight,4,5,173,3,medium,female,8,4040,1,Very Satisfied,delayed,Low Loyal
8221,D,Flight,4,4,268,3,medium,male,10,4531,0,Satisfied,on time,Low Loyal
